,idx,Review,Rating,Length
36652,36652,summon spirit bite average formulaic romantic quadrangle,1,7
36653,36653,family fun,1,2
36654,36654,white oleander may leave roll eye dark nt mean wo nt like look,1,13
36655,36655,pad unashamedly appropriate teenexploitation playbook,0,5
36656,36656,present nothing special final act nothing overtly disagreeable,0,8
36657,36657,fan undoubtedly enjoy,1,3
36658,36658,also dare say twice delightfully charm totally american might add slice comedic bliss,1,13
36659,36659,dumbeddown exercise stereotype give teen comedy,0,6
36660,36660,behold long wear somewhat cumbersome 3d goggle theater,1,8
36661,36661,berling béart continue impress,1,4
36662,36662,caper thrill,1,2
36663,36663,series relentlessly nasty situations,0,4
36664,36664,fun adventure movie kid age like adventure,1,7
36665,36665,establish mr cantet france foremost cinematic poet workplace,1,8
36666,36666,clever cut quick dirty look modern live movie life,1,9
36667,36667,beneath familiar funny surface,1,4
36668,36668,definitely funny stuff,1,3
36669,36669,channel kathy baker creepy turn repress mother boston public much 8 women augustine,0,13
36670,36670,serious contender,1,2
36671,36671,talent,1,1
36672,36672,contradict,0,1
36673,36673,broadway,1,1
36674,36674,none pushiness decibel volume contemporary comedies,1,6
36675,36675,squeeze laugh,1,2
36676,36676,sick evil woman,1,3
36677,36677,diverse astonishingly articulate,1,3
36678,36678,zeal squeeze action emotions alltoofamiliar dramatic arc holocaust escape story minac drain movie individuality,0,14
36679,36679,miss something,0,2
36680,36680,rather unbelievable,0,2
36681,36681,recognize zeus dog snatch make wish home watch movie instead theater watch one,0,13
36682,36682,75 waste minutes sandler voiceover hero columbia picture perverse idea animate holiday movie,0,13
36683,36683,kid ca nt act echo jordan weirdo actor crispin glover screw things old school,0,14
36684,36684,cheery tranquil suburban life,1,4
36685,36685,weightless decent draft auditorium might blow screen,0,7
36686,36686,zippy jazzy score,1,3
36687,36687,interest,1,1
36688,36688,nice change,1,2
36689,36689,tara reid play college journalist look like sixtime winner miss hawaiian tropic pageant nt know,0,15
36690,36690,cheer,1,1
36691,36691,undercut awkward structure final veer,0,5
36692,36692,sentiment,1,1
36693,36693,restrictive chaotic,0,2
36694,36694,failure,0,1
36695,36695,candycoat pat storylines precious circumstances beautiful star,1,7
36696,36696,rote work predictable,0,3
36697,36697,insomnia many ways conventional even predictable remake nolan penetrate undercurrent cerebral cinemantic flair lend stimulate depth,1,16
36698,36698,score power,1,2
36699,36699,dreary humorless soap opera,0,4
36700,36700,ability make subject interest nt part suppose target audience,1,9
36701,36701,glide gracefully male persona female without miss beat,1,8
36702,36702,terrible strength,1,2
36703,36703,odd inexplicable unpleasant,0,3
36704,36704,straightforward oldfashioned best possible sense word possession movie put squarely service lovers inhabit,1,13
36705,36705,sort goodnatured fun find film like tremor,1,7
36706,36706,realize spend past 20 minutes look watch wait frida die already,0,11
36707,36707,chronicle one man quest president man singlehandedly turn plane full hardbitten cynical journalists essentially campaign end extend publicity department,1,19
36708,36708,epic scale,1,2
36709,36709,film love song movies also fully example kind lush allenveloping movie experience rhapsodize,1,13
36710,36710,little else recommend never,0,4
36711,36711,love movie,1,2
36712,36712,sheer joy pride,1,3
36713,36713,inspire,1,1
36714,36714,perfectly creepy believable,1,3
36715,36715,already obscure demographic,0,3
36716,36716,smart vary pitch movie balance deafen battle scenes quieter domestic scenes women back home receive war department telegrams,1,18
36717,36717,paunchy midsection several plod action sequence,0,6
36718,36718,one could easily wait pay per view dollar,0,8
36719,36719,nightmare wish studio wallet make,0,5
36720,36720,cliched dialogue,0,2
36721,36721,astonish voice cast except love hewitt interest racial tension,1,9
36722,36722,actual story,1,2
36723,36723,hard tell chase,0,3
36724,36724,make barbershop likable,1,3
36725,36725,precision insurance actuary,1,3
36726,36726,deserve,1,1
36727,36727,turn perfectly execute wonderfully sympathetic character alternately touch funny,1,9
36728,36728,onesided theme,0,2
36729,36729,nearly incoherent excuse get close bout time impossible care win,0,10
36730,36730,minor miracle selfexpression,1,3
36731,36731,hackery,0,1
36732,36732,hack script,0,2
36733,36733,transform rhetoric hollywood melodrama something provocative rich strange,1,8
36734,36734,become fascinate study isolation frustration successfully recreate physical set emotional tensions papin sisters,1,13
36735,36735,like heathers become bring become unwatchable,0,6
36736,36736,retread story,0,2
36737,36737,senseofhumour failure,0,2
36738,36738,blaxploitation spoof,0,2
36739,36739,burst constraints source one adapt fromtelevision movie actually look belong big screen,1,12
36740,36740,would force give millisecond think,1,5
36741,36741,smart funny,1,2
36742,36742,jim brown,1,2
36743,36743,layer,1,1
36744,36744,hashiguchi cover territory wit originality suggest fourth feature first release us,1,11
36745,36745,splashy,1,1
36746,36746,thoroughly formulaic film,0,3
36747,36747,appear foolish shallow rather likely,0,5
36748,36748,cut losses retitle adventure directtovideo nash,0,6
36749,36749,go long bog surfeit character unnecessary subplots,0,7
36750,36750,satisfy emotionally malleable filmgoers,0,4
36751,36751,smile say stay positive maybe channel one greatest picture drunken master,1,11
36752,36752,suit quiet even pbs night amc,0,6
36753,36753,spirit purpose emotionally bruise character add body count,1,8
36754,36754,others nt,1,2
36755,36755,humble teach,1,2
36756,36756,never predictable,1,2
36757,36757,increasingly amuse,1,2
36758,36758,toofrosty exterior,0,2
36759,36759,jawdropping action sequence strike villains gorgeous color palette,1,8
36760,36760,intelligent screenplay grip performances,1,4
36761,36761,cheap shock,0,2
36762,36762,still charm,1,2
36763,36763,formula familiar enjoyable,1,3
36764,36764,quirky road movie constantly defy expectation,1,6
36765,36765,let brush humanity psycho without make less psycho,1,8
36766,36766,seem impossible epic fourhour indian musical cricket game could good,1,10
36767,36767,feel fully embrace gentle comedy,1,5
36768,36768,insult,0,1
36769,36769,men black ii achieve ultimate insignificance,0,6
36770,36770,refresh someone understand need bad boy,1,6
36771,36771,likely make weep way nt make feel like sucker,1,9
36772,36772,movie leave marvel guy superhuman capacity withstand pain,1,8
36773,36773,mind keep return one anecdote comparison cartoon japan give people seizures,0,11
36774,36774,swoon melodrama,1,2
36775,36775,stand still ways one clockstoppers scifi thriller lazy interminable,0,9
36776,36776,make clear point,1,3
36777,36777,fertile,1,1
36778,36778,energetic sweetly whimsical,1,3
36779,36779,nononsense human be stillinestimable contribution make share history,1,8
36780,36780,playful highly study,1,3
36781,36781,crime movie make someone obviously know nothing crime,0,8
36782,36782,river,1,1
36783,36783,laudable,1,1
36784,36784,overproduce piece dreck,0,3
36785,36785,beautiful ache sadness,1,3
36786,36786,keep em guess plot affectionate take screwedup character,1,8
36787,36787,vibrance,1,1
36788,36788,cute animals,1,2
36789,36789,tell compel tale little fuss noise,1,6
36790,36790,go inside trailer park drive past even chiefly inspire drive little faster,1,12
36791,36791,fauxurban,0,1
36792,36792,memorable circuit,1,2
36793,36793,feel like light errol morris focus eccentricity fail ultimately make something bigger scrapbook oddballs,0,14
36794,36794,audiences advise sit near back squint avoid notice truly egregious lipnonsynching,0,11
36795,36795,semiamusing watch robert deniro belt jet,1,6
36796,36796,almost toospectacular coastal set distract slightly eccentric goodnaturedly aimless story,1,10
36797,36797,alloverthemap movie would lot better par plot character rather dozens subtler sense humor,0,13
36798,36798,grossout comedies try forget,0,4
36799,36799,reassure,1,1
36800,36800,visceral sensation long last trace charlotte web desire desperation,1,9
36801,36801,talented underutilized,0,2
36802,36802,extraordinary journalism,1,2
36803,36803,work often nt,1,3
36804,36804,skillfully assemble highly polish professional adaptation,1,6
36805,36805,nary glimmer selfknowledge crane become specimen character auto focus remain chilly clinical lab report,0,14
36806,36806,bland obnoxious 88minute infomercial universal studios ancillary products,0,8
36807,36807,movie happen jackie chan,0,4
36808,36808,good hardedged stuff violent bite exploitative also nicely do morally alert streetsmart,1,12
36809,36809,foulmouthed,0,1
36810,36810,sarah dedication find husband seem psychotic romantic nothing movie make convince case one woman break heart outweigh loss witness,0,19
36811,36811,tale turn sweet bittersweet tear come final beautiful scene finally feel absolutely earn,1,13
36812,36812,particularly amateurish episode,0,3
36813,36813,fail joke,0,2
36814,36814,downward,0,1
36815,36815,tough watch,0,2
36816,36816,tragedies,0,1
36817,36817,smart funny albeit sometimes superficial cautionary tale technology search,1,9
36818,36818,ambitious film problems,0,3
36819,36819,frustrate patchwork,0,2
36820,36820,like dw griffith make early days silent film,1,8
36821,36821,cheap ludicrous attempt,0,3
36822,36822,deftly execute,1,2
36823,36823,hugh grant act consume sometimes difficult tell actors movie,1,9
36824,36824,even solondz thirst controversy sketchy character immature provocations fully succeed cheapen,0,11
36825,36825,chance shine,1,2
36826,36826,somebody,1,1
36827,36827,shrewd enough activate girlish tear ducts nt mean good enough girls,0,11
36828,36828,would reek beenthere donethat sameness,0,5
36829,36829,sexual relationship,1,2
36830,36830,national lampoon film franchise long reduce directtovideo irrelevancy,0,8
36831,36831,film win tone,1,3
36832,36832,movie major devastate flaw reliance formula though quite enough lessen overall impact movie could,0,14
36833,36833,enjoyable undercover brother,1,3
36834,36834,felt craven nightmare elm street hill eye sad schlock merchant deadly friend,0,12
36835,36835,rant,0,1
36836,36836,one movies want watch week live,0,6
36837,36837,sibling rivalry general family chaos anyone relate,1,7
36838,36838,find root monsters horror movie know picture trouble,0,8
36839,36839,inactive,0,1
36840,36840,worst film,0,2
36841,36841,ruin amateurish write act third feel limit short run time,0,10
36842,36842,ca nt go wrong,1,4
36843,36843,film uncanny ability right precisely think danger go wrong,1,9
36844,36844,bigfisted direction jez butterworth manage blast even smallest sensitivities romance clamorous approach,0,12
36845,36845,play partly close,0,3
36846,36846,nonsensical formulaic,0,2
36847,36847,sexy beast,1,2
36848,36848,need agile performers,0,3
36849,36849,entertainingly,1,1
36850,36850,tedious make silly spy vs spy film sum fear star ben affleck seem downright hitchcockian,0,15
36851,36851,brawn brain,0,2
36852,36852,might eerie thriller,0,3
36853,36853,solidly,1,1
36854,36854,farrelly brothersstyle downanddirty laugher,1,4
36855,36855,play like highend john hughes comedy kind elder bueller time,1,10
36856,36856,burn visuals character punchy dialogue plot carry waydowntown,1,8
36857,36857,bargainbasement european pickup,0,3
36858,36858,inventive consistently intelligent sickeningly savage,1,5
36859,36859,con,0,1
36860,36860,kinda dumb,0,2
36861,36861,video,1,1
36862,36862,beautiful angry sad curious sick poetry marquis de sade,1,9
36863,36863,userfriendly,1,1
36864,36864,performances elicit sense deja vu awe,0,6
36865,36865,distinctive sensibility,1,2
36866,36866,movie artificial soulless,0,3
36867,36867,broomfield style journalism hardly journalism,0,5
36868,36868,us endure every plot contrivance clichériddled genre offer,0,8
36869,36869,predecessors proud,1,2
36870,36870,mediocrity,0,1
36871,36871,keep entertain,1,2
36872,36872,comedy equivalent saddam hussein ready go un ask permission preemptive strike,0,11
36873,36873,mildly sentimental unabashedly consumerist studiously inoffensive completely disposable,0,8
36874,36874,do perfectly,1,2
36875,36875,action unusually tame character simplistic maintain interest,0,7
36876,36876,marvelous film,1,2
36877,36877,simply enough interest onscreen sustain seventyminute run time,0,8
36878,36878,feel like extend openended poem traditionally structure story,1,8
36879,36879,film rehash several old theme cap pointless extremes insanely violent graphic,0,11
36880,36880,rapepayback,0,1
36881,36881,pool utterly incompetent conclusion,0,4
36882,36882,weak script ca nt support epic treatment,0,7
36883,36883,ordeal amusement,0,2
36884,36884,murder hit generally sustain higher plateau bullock memorable first interrogation gosling,1,11
36885,36885,jiang wen devil doorstep wartime farce alternately comic gutwrenching style joseph heller kurt vonnegut,1,14
36886,36886,like drunken driver,0,3
36887,36887,unbearably lame,0,2
36888,36888,copy copy copy,0,3
36889,36889,underworld urban angst derivative martin scorsese taxi driver goodfellas film speak,1,11
36890,36890,many character say many clever things get many pointless situations,0,10
36891,36891,bring irresistible blend warmth humor consistent embrace humanity face life harshness,1,11
36892,36892,less sense bruckheimeresque american action flick emulate,0,7
36893,36893,hope,1,1
36894,36894,impressive achievement spite river sadness pour every frame,1,8
36895,36895,wretchedly unfunny wannabe comedy inane awful doubt worst movie see summer,0,11
36896,36896,wretched movie reduce second world war one man quest find old flame,0,12
36897,36897,raison detre freshfaced youngguns cast,1,5
36898,36898,deserve discussion,1,2
36899,36899,give superb performance full deep feel,1,6
36900,36900,tackle difficult subject grief loss lifeembracing spirit theme nt drag audience,1,11
36901,36901,accessible introduction,1,2
36902,36902,far witty,1,2
36903,36903,wed,1,1
36904,36904,exceptional honesty,1,2
36905,36905,movie,1,1
36906,36906,many,0,1
36907,36907,uglyduckling,0,1
36908,36908,fine job update white dry wit new age,1,8
36909,36909,mostly repetitive,0,2
36910,36910,big screen postcard selfglorified martin lawrence lovefest,0,7
36911,36911,director many dodge turn,0,4
36912,36912,anthropomorphic animal character beautifully realize clever makeup design leave one hope eventual dvd release offer subtitle original italianlanguage soundtrack,1,19
36913,36913,none ever seem hit,0,4
36914,36914,thurman lewis give easily consider careerbest performances,1,7
36915,36915,unmemorable despite several attempt lengthy dialogue scenes,0,7
36916,36916,handily,1,1
36917,36917,fun wispy wise surprisingly inoffensive film teen love stepmom,1,9
36918,36918,dutifully pull heartstrings,1,3
36919,36919,kline utterly convince deeply appeal noble teacher embrace strict moral code,1,11
36920,36920,oscarworthy performance,1,2
36921,36921,bland songs,0,2
36922,36922,succeed powerful look failure justice system,1,6
36923,36923,kind special,1,2
36924,36924,unafraid throw elbow necessary,1,4
36925,36925,rush theater,1,2
36926,36926,end chase,1,2
36927,36927,fan,1,1
36928,36928,mindless without peak things insipid,0,5
36929,36929,strange quirk,1,2
36930,36930,fail,0,1
36931,36931,proficiently enough trounce overly comfortable trappings,1,6
36932,36932,director jay russell weigh capricious fairytale heavy sentiment lightweight mean,0,10
36933,36933,inclination make sincere artful movie adam sandler probably ever appear,1,10
36934,36934,virtually impossible like despicable character,0,5
36935,36935,word brilliant,1,2
36936,36936,spark new inspiration do noticeably less energy imagination,0,8
36937,36937,well,1,1
36938,36938,damn,0,1
36939,36939,force people situations would make lesser men run cover,1,9
36940,36940,material secondrate,0,2
36941,36941,time credit roll across pat end,0,6
36942,36942,serve workable primer region recent history would make terrific 10thgrade learn tool,1,12
36943,36943,trap,0,1
36944,36944,enjoy much,1,2
36945,36945,tale,1,1
36946,36946,case would recommend big bad love winger fan miss since 1995 forget paris,0,13
36947,36947,would hardpressed find movie bigger fatter heart barbershop,1,8
36948,36948,elicit strong performances,1,3
36949,36949,good qualities,1,2
36950,36950,paranoia,0,1
36951,36951,mainly blanchett ribisi compellingly tap spiritual aspect character suffer,1,9
36952,36952,engage film two men discover william jam call gift tear,1,10
36953,36953,life dignity music,1,3
36954,36954,look great solid act neat premise,1,6
36955,36955,disconcertingly,0,1
36956,36956,mel,0,1
36957,36957,realism crisp storytelling,1,3
36958,36958,suppose feel funny light,0,4
36959,36959,scare,0,1
36960,36960,seemingly eternal run time pique interest imagination empathy anything really save disgust indifference,0,13
36961,36961,catch dramatic fire,1,3
36962,36962,recycle,1,1
36963,36963,broomfield compel new material nt unveil end endless scenes wheedle reluctant witness point camera smear windshield rental car,0,18
36964,36964,feel like run scream,0,4
36965,36965,sharp script strong performances,1,4
36966,36966,good way,0,2
36967,36967,do thousand time already better,0,5
36968,36968,sneak viewer,1,2
36969,36969,gasp,1,1
36970,36970,make movie depth man lack,0,5
36971,36971,decorous,1,1
36972,36972,get vivid performances,1,3
36973,36973,friend david cross would call hungryman portion bad,0,8
36974,36974,dash absorb,1,2
36975,36975,decent draft auditorium might blow screen,0,6
36976,36976,buoyant expressive flow,1,3
36977,36977,highwattage brainpower couple pitchperfect act,1,5
36978,36978,plot maddeningly insistent repetitive piano score make want scream,0,9
36979,36979,storm,1,1
36980,36980,pleasant enough ecological prowildlife sentiments certainly welcome,1,7
36981,36981,violent selfindulgent madden,0,3
36982,36982,payami graphically illustrate problems fledgling democracies also strength sense freedom iranian people already possess without access ballot box,1,18
36983,36983,thing sort minimalist beauty beast case beast definitely get top bill,1,11
36984,36984,french truly capture terrify angst modern work man without turn film cheap thriller dumb comedy sappy melodrama,1,17
36985,36985,assure execution,1,2
36986,36986,terrible movie,0,2
36987,36987,illuminate,1,1
36988,36988,poignant familiar story young person,1,5
36989,36989,homogenize bite contrive,0,3
36990,36990,rage alienation fuel selfdestructiveness many young people,0,7
36991,36991,people live carve comfortable niche world kind enough share,1,9
36992,36992,producer john penotti,1,3
36993,36993,one crazy mixedup film nt know want grow,0,8
36994,36994,smart vary pitch movie balance deafen battle scenes quieter domestic scenes women back home receive war department telegrams,1,18
36995,36995,total rehash,0,2
36996,36996,international acclaim,1,2
36997,36997,selfinflicted retaliation,0,2
36998,36998,enjoy one lucky seek,1,4
36999,36999,pt anderson understand grandness romance,1,5
37000,37000,something one attempt often achieve level connection concern,1,8
37001,37001,surprise variety tone spielberg work,1,5
37002,37002,elude madonna play charmless witch,1,5
37003,37003,fastpaced,1,1
37004,37004,film nt know want,0,4
37005,37005,story lack real emotional impact plot contrive cliched,0,8
37006,37006,perceptive,1,1
37007,37007,kinda dumb,0,2
37008,37008,open today,1,2
37009,37009,dead gorgeous,1,2
37010,37010,powerful chill affect study one man die fall,1,8
37011,37011,entertain audacious moments,1,3
37012,37012,mean,1,1
37013,37013,sorority boys,0,2
37014,37014,feel like book report,0,4
37015,37015,dull inconsistent dishonest,0,3
37016,37016,neither light magical enough bring kind whimsy,0,7
37017,37017,accomplish work,1,2
37018,37018,rush profit,0,2
37019,37019,watch kid use introduce video art,1,6
37020,37020,mass star power popinduced score sentimental,1,6
37021,37021,martha stewart decorate program run amok,0,6
37022,37022,natural sense work,1,3
37023,37023,unfortunately story give us flash red light rattle noise bump head,0,11
37024,37024,creep,0,1
37025,37025,direct film back taxicab,0,4
37026,37026,marvelous verdu,1,2
37027,37027,builtin audience among dry spring break,0,6
37028,37028,would anyone cast magnificent jackie chan movie full stunt double special effect,0,12
37029,37029,zoe clarkewilliams lackluster thriller new best friend need enemies,0,9
37030,37030,sandler run empty repeat already do way often,0,8
37031,37031,riot,1,1
37032,37032,demme good film,1,3
37033,37033,try capture novel deeper intimate resonances film ironically distance us character,0,11
37034,37034,show remarkable ability document side emotional carwreck,1,7
37035,37035,structure,1,1
37036,37036,druginduced bowel,0,2
37037,37037,matter one whose lessons well worth revisit many time possible,1,10
37038,37038,nt deliver great story,0,4
37039,37039,soulsearching,1,1
37040,37040,masterful,1,1
37041,37041,zippy 96 minutes mediocre special effect hoary dialogue flux accent worst sillylooking morlocks,0,13
37042,37042,work genuine singular artist,1,4
37043,37043,nowhere near good original,0,4
37044,37044,really good premise,1,3
37045,37045,determine woman courage find husband war zone,1,7
37046,37046,nt worth tell,0,3
37047,37047,never rise clever whatif concept,0,5
37048,37048,empty shell epic rather real deal,0,6
37049,37049,time credit roll across pat end warm fuzzy feel prevail,1,10
37050,37050,know something,1,2
37051,37051,warm pastiche,0,2
37052,37052,wear thin,0,2
37053,37053,weigh,0,1
37054,37054,promise debut,1,2
37055,37055,heap upon project vast proportion need reap reward spiffy bluescreen technique stylish weaponry,1,13
37056,37056,end flick edge seat,1,4
37057,37057,stun film,1,2
37058,37058,quaint romanticize render,1,3
37059,37059,leap national boundaries celebrate universal human nature,1,7
37060,37060,pottymouthed,0,1
37061,37061,listless scifi comedy,0,3
37062,37062,combine paranoid claustrophobia submarine movie unsettle spookiness supernatural nt hollywood think sooner,1,12
37063,37063,comic voice,1,2
37064,37064,strange wonderful creatures,1,3
37065,37065,kind laugh therapy need movie comedies,1,6
37066,37066,nothing engage children emotionally,0,4
37067,37067,entrance,1,1
37068,37068,arrive particularly dark moment history offer flicker reminders tie bind us,1,11
37069,37069,bad,0,1
37070,37070,look though jay roach direct film back taxicab,0,8
37071,37071,good,1,1
37072,37072,variant nincompoop benigni persona annoy though less angry version irresponsible sandlerian manchild undercut voice star road trip,0,17
37073,37073,look though jay roach direct film back taxicab,0,8
37074,37074,openhearted film,1,2
37075,37075,sex screen aggressively antierotic,0,4
37076,37076,throw hand surrender fire rd people,0,6
37077,37077,everett remain perfect wildean actor,1,5
37078,37078,playful spirit game cast,1,4
37079,37079,choppy sloppy,0,2
37080,37080,wrong reason besides,0,3
37081,37081,overwhelm lack purpose seek excitement manufacture high drama,0,8
37082,37082,hand director george clooney bite big job first time,1,9
37083,37083,best special effect,1,3
37084,37084,reveal emotional surprise,1,3
37085,37085,urge doze,0,2
37086,37086,studios,1,1
37087,37087,amuse engross,1,2
37088,37088,imagine,1,1
37089,37089,alexandre desplat haunt sublime music,1,5
37090,37090,unerring respect,1,2
37091,37091,add almost constant mindset suspense,1,5
37092,37092,virulent foulnatured,0,2
37093,37093,watch two actors play,1,4
37094,37094,seat,1,1
37095,37095,sitcomishly predictable cloy attempt poignant,0,5
37096,37096,little violence lot sex bid hold attention,0,7
37097,37097,true adaptation,1,2
37098,37098,admirable rigor,1,2
37099,37099,sweep,1,1
37100,37100,authentically impulsive humor,1,3
37101,37101,would likely wind tnt original,0,5
37102,37102,way chekhov funny,1,3
37103,37103,rely dumb gag anatomical humor character cliches,0,7
37104,37104,sadly dull,0,2
37105,37105,always hilarious meara,1,3
37106,37106,love duty friendship,1,3
37107,37107,rip good yarn tell,1,4
37108,37108,explosive physical energy convince intelligence,1,5
37109,37109,virtuosity,1,1
37110,37110,sympathize,1,1
37111,37111,phony relationship,0,2
37112,37112,poignant leaven,1,2
37113,37113,earth go,0,2
37114,37114,funny wellcontructed black comedy old adage careful wish give full workout,1,11
37115,37115,gorgeous film,1,2
37116,37116,major opportunity truly revelatory psyche,1,5
37117,37117,tara reid play college journalist,0,5
37118,37118,mark one interest writerdirectors work today,1,6
37119,37119,substantial feature time,1,3
37120,37120,powerful deeply move,1,3
37121,37121,sensuous spirit tale prim widow find unlikely release bellydancing club,1,10
37122,37122,touch generally light enough,1,4
37123,37123,arbitrarily plot,0,2
37124,37124,every visual joke milk,0,4
37125,37125,sappy ethnic sleeper,0,3
37126,37126,give,1,1
37127,37127,facetious,0,1
37128,37128,new insight,1,2
37129,37129,straighttovideo movie,0,2
37130,37130,doublebarreled ripoff,0,2
37131,37131,drab wannabe,0,2
37132,37132,intrigue realistic,1,2
37133,37133,trumpet blast may new mexican cinema abornin,1,7
37134,37134,rather leaden dull,0,3
37135,37135,child abuse,0,2
37136,37136,trouble make queen thoroughly modern maiden also make appear foolish shallow rather likely victim mental illness,0,16
37137,37137,movie prescribe recommend visually bland dentist wait room complete soothe muzak cushion predictable narrative rhythms,0,15
37138,37138,unless happen cover particular area interest,0,6
37139,37139,moral favorite,1,2
37140,37140,wistful testosteronecharged wizardry jerry bruckheimer productions especially half past dead like rock walmart budget,0,14
37141,37141,emotionally accessible almost mystical work,1,5
37142,37142,nt even qualify spoof,0,4
37143,37143,cast call movie go must read seek anyone act ambition sense pride shame,0,13
37144,37144,excellent use new york locales sharp write,1,7
37145,37145,woefully dull,0,2
37146,37146,avid interest,1,2
37147,37147,nonconformist us,1,2
37148,37148,superficially write character ramble,0,4
37149,37149,torture,0,1
37150,37150,oldhat setup,0,2
37151,37151,solid wellformed satire,1,3
37152,37152,praise love director epitaph,1,4
37153,37153,offer modest amusements one nothing else watch,1,7
37154,37154,interminable shapeless documentary,0,3
37155,37155,try ways,0,2
37156,37156,demand need,0,2
37157,37157,general absurdity,0,2
37158,37158,obnoxious title character,0,3
37159,37159,could nt timely despair vision corruption within catholic establishment,1,9
37160,37160,comic fan ca nt miss,1,5
37161,37161,filmmakers david weissman bill weber benefit enormously cockettes camera craziness film performances home,1,13
37162,37162,charm laugh,0,2
37163,37163,effectively chill guilty pleasure,1,4
37164,37164,rare documentary,1,2
37165,37165,unique niche selfcritical behindthescenes navelgazing kaufman carve orleans story infinite insecurity work outstanding originality,1,14
37166,37166,good time,1,2
37167,37167,ever want astronaut ultimate movie experience,1,6
37168,37168,entirely ironyfree zone,1,3
37169,37169,depress,0,1
37170,37170,eloquent memorial,1,2
37171,37171,nt afraid admit,1,3
37172,37172,part useless movie even,0,4
37173,37173,film hard dismiss moody thoughtful light flash mordant humor,1,9
37174,37174,goldbacher draw elegant visual sense talent easy seductive pace,1,9
37175,37175,strong theme familial tie spirituality powerful move without stoop base melodrama,1,11
37176,37176,subtly kinky bedside vigils sensational denouements,1,6
37177,37177,biggest husbandandwife disaster,0,3
37178,37178,interest character,1,2
37179,37179,pubescent scandalous,0,2
37180,37180,deliver grand passion members various households,1,6
37181,37181,feel piss,0,2
37182,37182,nt big screen magic,0,4
37183,37183,rarely seem sure go,0,4
37184,37184,begin long end credit,0,4
37185,37185,storytelling undercut devastatingly tell impact utter loss personify film simple title,0,11
37186,37186,enjoy,1,1
37187,37187,revelation,1,1
37188,37188,delightful witty improbable romantic comedy,1,5
37189,37189,badly cobble look,0,3
37190,37190,wry engross,1,2
37191,37191,poignant uplift,1,2
37192,37192,never feel anything character,0,4
37193,37193,dullest kiddie flick,0,3
37194,37194,provocative conclusion,1,2
37195,37195,suck,0,1
37196,37196,scifi generic,0,2
37197,37197,portray literarily talented notorious subject anything much dirty old man,0,10
37198,37198,become another situation romance couple sap stick inarticulate screenplay,0,9
37199,37199,tonally uneven,0,2
37200,37200,sum part today hollywood,1,4
37201,37201,could young romantics date,1,4
37202,37202,stale first act scrooge story,0,5
37203,37203,deliver rivet surprisingly romantic ride,1,5
37204,37204,hollywood fluff,0,2
37205,37205,hideously twist,0,2
37206,37206,dull simpleminded stereotypical tale,0,4
37207,37207,enchant terribly episodic lack spark imagination might make exhilarate,0,9
37208,37208,sure half dragonfly worse part nothing happen part something happen,0,10
37209,37209,probably talky bore,0,3
37210,37210,fake street drama,0,3
37211,37211,rubbo dumbeddown tactics,0,3
37212,37212,celebrity cameos automatically equal laugh,0,5
37213,37213,fairly unsettle scenes never succeed really rattle viewer,0,8
37214,37214,cute frissons discovery humor chaplin kidman keep nicely wind clock tick hum,1,12
37215,37215,genial ingenious,0,2
37216,37216,loud lowbudget tire formula film arrive cloak euphemism urban drama,0,10
37217,37217,time fillers surf shots,0,4
37218,37218,weigh support character either goodly wise know downright comically evil,0,10
37219,37219,kid love fantasy adventure,1,4
37220,37220,spy problems majority action comedies,0,5
37221,37221,movie start like heathers become bring become unwatchable,0,8
37222,37222,bad think,0,2
37223,37223,without way demean subject,1,4
37224,37224,never gain much momentum,0,4
37225,37225,clichés,0,1
37226,37226,take potentially trite overuse concept alien come earth infuse rustic realistic altogether creepy tale hide invasion,1,16
37227,37227,fleshedout enough build interest,0,4
37228,37228,pleasingly emphatic properly intense claustrophobic tale obsessive love,1,8
37229,37229,strike new significance anyone see film,1,6
37230,37230,many red herrings many false scar,0,6
37231,37231,movie hopeless,0,2
37232,37232,power grace,1,2
37233,37233,go essence broadway,1,3
37234,37234,batman,1,1
37235,37235,roman polanski autobiographical gesture redemption better shindler list,1,8
37236,37236,piece story together frustrate difficult,0,5
37237,37237,make worth recommendation,1,3
37238,37238,dialogue cumbersome simper soundtrack edit,0,5
37239,37239,atrociously mindnumbingly indescribably bad movie,0,5
37240,37240,cower beg feet scruffy giannini madonna give best performance since abel ferrara beat pulp dangerous game,1,16
37241,37241,test boundaries,1,2
37242,37242,historical study tragic love story,1,5
37243,37243,ripper yarn one enjoy thrill chill,1,6
37244,37244,new film lame kiddie flick,0,5
37245,37245,delusions escape maudlin influence,0,4
37246,37246,embrace,1,1
37247,37247,wander thick cloud denial,0,4
37248,37248,receive sophisticate unsentimental treatment big screen marvelous film,1,8
37249,37249,recognize,1,1
37250,37250,graceless hackneyed,0,2
37251,37251,inane,0,1
37252,37252,film ask right question right time history country,1,8
37253,37253,miss,0,1
37254,37254,play like worst kind hollywood heartstring pluck,0,7
37255,37255,vastly improve germanic version,1,4
37256,37256,dense,0,1
37257,37257,drip cliche bypass opportunity trivialize material,0,6
37258,37258,decent dramaaction flick,1,3
37259,37259,intricate preciseness best short story write,1,6
37260,37260,trappings energetic extremesports adventure end creaky pretty woman retread emphasis selfempowering schmaltz bigwave surf give pic title afterthought,0,18
37261,37261,cinema verite speculation assassination john f kennedy may inspire blair witch,0,11
