,Rating,Review,Length
1752,4,forget sd card device seamless part without hesitation micros hard remove device flaw,13
1753,4,puchased card right receive samsung galaxy iii truly find quicker class 10 card ive own cost amazon far less ive see anywhere else youre look type product one youimho course,30
1754,4,use sandisk ultra sdhc card photo video always satisfy come need microsdhc gopro purchase card provide reliability consistency workflow larger sdhc card include adapter easily install current sdhc card reader also mean use back sdhc card need arise give extra 32 gb spare card good card good price,48
1755,3,put samsung active phone work great first chip start act need put new memory card work fast board memory load photos videos music really fast,25
1756,4,really small card hold data job come adapter allow card use laptop card reader work well far recommendation,18
1757,4,one better review sdhc class 10 card utilize uhs read review see readswrites better speed many card right much depend phone phone os store information card whats inside device us probably notice anything different card good quality card usually pick fastest card market price drop main problem speed relate transfer large amount data usually music onto card use standard usb 2 connection card wont speed process use usb 3 actually put card usb 3 reader transfer youll see nice boost device require card product utilize os chipset take advantage fast card brainer device older like store music find cheaper good quality card find good price matter buy,107
1758,3,long research sd card come across deal want sd card new samsung note 3 none review talk note 3 review either note 2 s4a review talk possible problem able recognize card get cycle call sandisk sure go although choices thin samsung card way budgetso decide take chance happy didits work smoothly need format work great one star exactly 64 gb show 59gbi update post 1 month really sure problem,69
1759,4,buy wifes tablet computer work perfectly reason believe wont continue way sandisk make good products ive use products many years nothing ever fail high performance fair price great reliability,29
1760,0,genuine sandisk memory card defective batch lose photos videos take phone last two years card catastrophic failure sandisk reps inform batch bad aware problem,24
1761,4,light fast card well price come backup software allow phone back either cloud service sd card,16
1762,4,really please samdisk flash drive ive different go sons mobile nothing good things saylike,14
1763,3,sandisk ultra class 10 micro sdhc card 16gb 32gb 64gbi purchase 32gb card samsung galaxy s3 16gb card another video record device format card fat32 use windows 7 function without drama respective devices purchase 64gb gopro hero3 silver editionthe reason choose sandisk ultra class 10 speed rat well waterproof shockproof vibration proof xray proof durability 32gb sandisk fail 2 months easy usage samsung galaxy s3 dont abuse phone subject extreme temperaturevibrations sandisk replace warranty quite hassle thisthe 16gb card however subject extreme temperatures well 4 months 5f 100f doesnt include solar load sit sun well 100 humidity 16gb card drip water experience water intrusion one cameras soak water operate several monthsthe package easy open simply cut across top however finagle blister pack take patience frustration free package essentially cardboard envelope sleeve plastic holder sd card adapter microsd card inside shippedoverall 45 star affordable decently fast micro sd card perfect smartphones record devices use extreme environments however one fail within 2 months speed also inconsistent post benchmark photo amazon show speed 3 size card 32gb fastestupdate 28 oct 2012my 32gb card fail 2 months use samsung galaxy s3 phone start dismountingremounting intermittently night wake morning find card readable via phone wouldnt work pc phone abuse use extreme environment card replace warranty sandisk,211
1764,4,buy 3 sale buy 1 prior sell use go pro work great cant compare others tho memory card ive use,20
1765,4,work well galaxy s3 provide additional space picture music exactly expect,11
1766,4,pop nvidia shield extra storage recognize instantly easy transfer file overi havent long comment failures review update accordingly far recommend,20
1767,4,come adaptor case itll work well regular sd card micro sd work great affordable price,15
1768,4,primarily use supplement storage microsoft surface pro small library movies tv show carry around im go lot ultrabooks like come 128gb storage think sd card great way store media save room harddrive program installations etc speed im see consistently around peak card rat work great playback lossless mkv movie file record high bluray quality bitrate ive also try android smartphone im see similarly high peakperformance speed file transfer smooth playback media come adapter convert standard sd card size use devices like slr cameras etc youll cover almost circumstance wish could buy larger capacity model stand think amazon sale price regularly come product great deal,104
1769,4,card well construct deliver wright speed promise work great nokia lumina 822 run wp8,14
1770,4,great little memory card use microsoft surface pro tablet im able music time plus large number photosone item note type memory card may suitable high speed applications camera store virtual hard drive type information micro card 5 star use intend purpose,41
1771,4,great deal plenty storage space phonei store ringtones hundreds songs least 6 moviesthis also new microsdxc card design high speed transfer,21
1772,4,work well problems sandisk products always good risk use brand card price right ship fast,15
1773,0,buy card work ok first three weeks notice image show week later begin loose everything note 2 fail recognize insert adapter comp could see read file multiple format either comp note 2 fix problem even try tool use dslr still nogothis could batch problem card look legit fast begin,49
1774,4,instal sublimental memory samsung tab 3 8 inch tablet doesnt look like apps instal card tab 3 issue san disk issue something think chosing tablet plan instal lot memory hog field guide apps thetab 3s 16 gb build memory may problem hand lot music sd card useful,47
1775,4,come time adapter instal samsung galaxy 5 work greatscanning 32 gb take little time 8 gb expect nothing complain abouti would recommend anyone interest,24
1776,4,get memory card daughters samsung compact camera could store save many pics hold thousands,14
1777,1,8 gb card work fine device 32 gb card unmount move copy large amount datanever try reformatting indepth troubleshoot expect products reputable company like sandisk work,26
1778,2,see purchase lower price disappoint cost need pretty quickly know sandiscs good sd card,14
1779,4,nothing beat class 10 sdhc would highly recommendfor anyone require memory especially low price nothing better,16
1780,4,use card back file work computer home able use laptop computer,11
1781,4,order phone store music picture first instal phone keep reset remove clean contact reinstall everything fine since,17
1782,4,buy use contourroam video camera deal day mean special discount price also come hasslefree package never worry sandisk memory awesome deal,21
1783,4,need micro sd card storage phone good price lot space,10
1784,4,great buy work fine happy,5
1785,4,buy gopro hero 3 work good store 4 hours high resolution 1440 best go,14
1786,4,get note 2 need memory well one get problems recommend,10
1787,4,program allow condense movies 1gb size transfer card able watch movies samsung tablet also music home movies husband surgery recently wait hours wait room watch funny movies family movies take mind things time speed,34
1788,4,get cell phone card work nice fast cell phone well pc load,12
1789,4,confident brand never fail ever since place e72 perform great look forward long years use chip,16
1790,0,forget load cart one day pause junk go 1699 one day dont give money axxholes,15
1791,0,didnt even card instal motorola razor hd 6 months turn phone yesterday get message state remove card properly unmounting first even though still instal plug pc adapter nothing lose 300 document 500 picture im glad back everything 2 weeks ago work great die far soon without warn sure backup important data frequently,52
1792,4,sandisk ultra high quality micro sd card buy several never issue cant say less expensive card need card smart phone tablet make sure get bigger capacity card device use,29
1793,4,first one sort problem would stop respond phone stop play music reboot often fix period time inevitably would stop amazon replace unit quickly replacement work perfectly glad wasnt phone almost 10000 songs phone need separate music player would easily handle video photos monster app collection well great take modest capacity phone make bigger anyone else offer stock far less buy phone extra capacity,63
1794,4,perfect galaxy note 2 price good memory card stall wait load like card,13
1795,0,sandisk name experience quality speed lexar last longer outperform chip,10
1796,4,really isnt anything bad say well perform micro sdhc give good speed work fine devices may bite confusion give look sdhc micro sd case anybody confuse wonder 32gb official max sdhc devices careful see 64gb sds,36
1797,4,love card fast sport insane 128gb storage amazon killer price well big box store work perfect phone hd video recorder,20
1798,4,buy 2 1 best buy one amazon amazon still run best buy crap 6 months,15
1799,2,im currently use nokia lumia 810 camera work well fast expensiveedit really happy card record video seem doesnt write fast record end choppy unwatchable really disappoint cuz switch back phone storage record video,33
1800,4,careful buy micro card theres ton phonies one real deal cant go wrong sandisk brand name reasonable price,18
1801,4,purchase memory card expand storage samsung galaxy note 2 installation note 2 recognize card ive use store image music without issue,21
1802,4,didnt run metric software chip others do tell pretty spicey little guy everything store via asus tf300t accessible faster chip ive try videos stutter use chip fluid one,28
1803,1,might 3rd 32 gb disk buy scandiskthey work months nothingmy tablet wont detect anymore computer wouldnt eitherquite disappoint,18
1804,4,wife love take picture movies want make dont need time ti pick tablete,13
1805,4,get samsung note 2 best investment ever plenty room lot lag time almost full 64 gbs available,17
1806,4,currently use samsung galaxy s3 fast transfer file complaints far,10
1807,4,samsung galaxy s3 phone microsd work great phone give memory need store videos photos instead use memory phone,18
1808,4,seem like good alternative flash drive cost per gig seem like pretty good deal convenient carry around put read music picture videos separate card much portable unfortunately smart phone tablets lag,31
1809,4,buy girfriend happy data demand buy 64 bite extreme modelit work fine even need format,15
1810,4,good pair micro sd card buy m43 camera phone use olympus omd me5 camera sony nex 5n samsung galaxy note 2 issue far price right,25
1811,4,work great dell venue 11 pro tablet double space store 50 full length movies,14
1812,3,buy microsdxc card use tablet however tablet recognize fat32 format card exfat card use suspicions base upon reviewers experience windows computers reformat fat32 beyond 32 gb limit able locate small program would reformat drive fat32 without 32gb limitation fat32 accommodate 3 tb drive use windows gui version fat32format freeware quickly reformatted memory card card work tablet,56
1813,0,order 11013 never receive first 2 suppose shipments 32 days later envelope arrive counterfeit sd card detect fake h2testw software write 71mbs crash several time hologram individual serial number chinese knock package either make sure know come buy reputable authorize dealers worth extra couple buck avoid frustration,47
1814,4,get go little eprance dash cam reformat work camera work fine cost half much camera,15
1815,4,format get put device work fine videos play tablet play fine write speed seem okay,15
1816,4,always buy sandisk reputation make great product never problems sd card,11
1817,4,happy sandisk anyone look goodly amount storage get one,9
1818,4,purchase card work gopro complaints lag 1080p 60fps 10 photo burst great product even better price,16
1819,3,sd card work good dont know else say,8
1820,4,purchase increase memory samsung galaxy 101 tablet place slot instantly recognize thus save internal memory increase memory device price best go several sit price closest 98 ship prime get 2 days see issue card happy purchase,36
1821,4,order son love memory space one 32 plan get another one love download lot videos music take picture,18
1822,4,purchase two total one hold music mp3 player one hold music smart phone work well easy load problems encounter serve intend purpose well arrive quickly good condition please purchase,29
1823,3,16gb good amount use sandisk 1 fir sd card im satisfy,11
1824,4,fast reliable couldnt ask better product better company unless electronics lab home dont think could possible come beast,18
1825,4,purchase memory card use expand memory new surface rt tablet memory card appeal first always like sandisk products second price particular 64 gb card steal memory card include adapter pc clear plastic case though ive use card weeks purchase similar card earlier year use smartphone far good highly recommend item need expand storage tablet,54
1826,4,fast data transfer standard measure stick great 32 gb micro sd card regret get brand name instead get cheapos,19
1827,4,buy add storage sharper image action go pro knockoff camera fit bill perfectly camera come generic 4gb card 32gb class 10 card provide much smoother playback nice deal 17,29
1828,4,far good work describe lg motion 4g android smartphone speed pretty good even though revert back class 10 phone,19
1829,0,month half purchase device power card use batteries run since doesnt work device doesnt recognize doesnt respond recovery reformatting partition nothing ive use easeus zar hp usb disk format couple others dice nothing read fix,35
1830,4,wonderful product 100 movies phone include audio still 30gb leave absolutely wonderful,12
1831,4,add memory card galaxy s4 hold lot music videos room grow mistakenly think would allow store additional applications mistake,19
1832,4,want fast 64 gb microsd card evo lte one fit bill grab sale work great without issuesspeed benchmarks fall proper range class 10,23
1833,4,ultra microsd card faster standard microsd card however adapter provide card good data transfer quicker use different adapter one provide microsd card,22
1834,4,297gb usable storagearrived 20th june problems farcrystal disk markseqread 191 write 93512kread 192 write 074kread 35 write 12,18
1835,4,buy bestbuy online day announce test sony xperia z ultra 12inch samsung pro tabletboth work fine show 119gb available issue pay 19999 best buy likely match though,27
1836,3,recommend anybody get 64gb scandisk ultra amazon look expand tablet device memory product deliver ontime simple open package insert windows 8 tablet able save edit problem,26
1837,4,add 35 space windows surface pro little gem 64gb work seamlessly,11
1838,4,love card super fast great put tablet keep slow 15 reg 70 give something brag,15
1839,3,large storage perfect tablets use asus t100 maxing 64gb quickly maybe slow compare ssd first memory kind reach microsd format thats acceptable tradeoff,23
1840,4,buy download songs music spotify phone totally worth extra space since spotify wont save songs phone internal storage,18
1841,4,fast response timeyour go need buy one eventually since smart phone advance tablets come outslided write phone work like charm first trypictures apps load really fast lag timelove much im go 64gb always class 10 me1 less thing worry,39
1842,4,im use samsung galaxy s3 expand builtin 16 gb memory modest music collection use 10 gb need micro sdhc card little breathe room go 32 gb last life phone ive use month problems phone support micro sdhc memory expansion one get,41
1843,0,receive two today make china imprint although detect format fine capacity samsung phone tablet let see hold suffer premature death like many report think shouldve go make korea samsung sd card instead 64gb sizeupdate buy two 122012 one year later light use one card start lock phone wait close prompt delete file shouldve go make south korea samsung card sandisk garbage days,62
1844,4,ive use one card phone 2 years never single problem recently buy another tablet far good recommend,17
1845,4,small size huge capacityjust expect cell phonealso use adapter download information directly computer,13
1846,3,t100 transformer read card immediately nice compact storage solution job wont disappoint,12
1847,4,buy gopro far work without problems gopro run batteries fill,10
1848,4,fantastic fast bundle spacei use 2 years already still go strong store picture video take phonesthis must buy phone,19
1849,4,get son gopro work perfect able record take still video picture quality playback good would recommend buy product,18
1850,4,great card work gopro canon 1d,6
1851,3,great value fast ship brand trustmy previous card 34another manufacturer34 die 3 months use along everything itfor 64 gb card beast value ive drop phone hard several time data lose card fantasticmy primary use record 1080p video high rez picture device well audio record use media fast transfer speed allow keep demand time tell truly reliabledurable turn im go 2 months january 2014 adversities along way post updatessmashing good value cardtip first get card sure use phone device youll use format standard practice card base memory prevent encounter errors oddities device,91
1852,4,card excellent quality exactly doi use sandisk almost exclusively ive never let one yet,14
1853,4,third card ive order buy fourth need frustration free package amaze envelope pulltab cant get simpler card class 10 issue ones ive buy one go brother upgrade storage phone,29
1854,4,without notable negative could aski would buy need memory,9
1855,4,buy samsung galaxy note 2 blipped movies music etc hesitate buy,11
1856,0,dont even bother try show finder show place reader,9
1857,0,get samsung galaxy tab 77 p6800 work great 3 weeks september 18 today october 7 die tablet attach pc copy another file onto ive change rat 5 star 1 star id give 0 star could another user warn happen 4 12 months 3 weeks ive report amazon ask refundstay far away card least galaxy tab 77update amazon refund money card replace samsung equivalent still work perfectly dont waste time money card get samsung,73
1858,4,good product work well package well deliver promise birthday gift sons laptop,12
1859,4,buy asus tf700t transformer tablet issue whatsoever great 64gb internal plu additional 64gb sd,14
1860,0,4 months stop work get new one form sandisk im apprehensive put phone,13
1861,4,ive use 32gb version card since get two android phone problems either phone give music picture download etc storage ill ever need fast card faster also love amazon frustration fee package since many fake online retailers buy trust source like amazon,41
1862,4,memory card work motorola droid razr even though phone 34information guide34 say compatible 32gb memory card format work great worth spend extra money get phone ton build internal memory,29
1863,4,truly great value nearly expensive think would lot memory good speed well,12
1864,4,excellent brand good card ive ever use highly recommend appropriate use like san disk products,15
1865,3,get stick adapter send break open fit another adapter though,10
1866,0,one basic items usually work case receive one work couple weeks ago phone report error reformatted card transfer music back onto unfortunately fail two days ago wont even format good luck sandisk one good experience,35
1867,4,love card fast enough space hold use put movies plenty space music picture ect,14
1868,4,pros 32 gbs tablet work greatcons none speak ofoverall hold feel like im go lose perfect size add storage tablet though want,22
1869,4,else say sandisk memory card use almost exclusively never problem sandisk product own consistent high quality products work advertise,19
1870,4,32gb memory card work right case exactly description say fast readwrite speed recommend anyone currently use samsung galaxy note 2 samsung galaxy tab 2 70,25
1871,4,buy expand memory cheap android tablet recognize work fine problems,10
1872,4,buy memory card use gopro hero3 black couldnt believe small card sandisk isnt kid say 34micro34 ive take photos videos california work without issue definitely worth investment,27
1873,4,purchase card base price order finally start read review start get worry whether card go work seem lot people problems get phone recognize card need format cardwhen card arrive put phone immediately recognize android system jb 411 already copy music pics video older slower smaller card onto computer plug phone computer open card copy everything everything go problem unplug computer test videos music phone everything work like charmbottom line format card plug phone immediately recognize work like charmi would highly recommend card base price product receive,86
1874,0,dont get happen sandisk quality seem go years product glitchy day one think would fine quick check disk get worse less week return upset first bad experience sandisk products use buy time brand choice flash memory card thumb drive last three products buy problems fail either immediately shortly usage give start look company memory need buy transcend replace hope work better,61
1875,4,love sandisk storage get tablets microsd slot work flawlessly double tablets storage fuss performance snappy enough need copy things easily since asus tablets know slow main storage get full really useful give place offload things like apps dont want download want keep hand media file ebook collection music etc,49
1876,4,terrific memory card use go pro capture 1080 video get alot space,12
1877,4,sandisk make best sd micro sd card one exception,9
1878,4,whats say fast errors mostly use hold music use phone mp3 player,12
1879,4,purchase product install garmin gps unit since full couldnt handle new map update easily securely instal memory card promise provide long life gps unit,24
1880,4,quick speed ton memoryif expandable slot get thisit nice able store photos videos music phone finally,16
1881,4,supply card r8 2gb hold 6 songs keep delete project make room new ones solution get larger capacity card also make select save delete project faster problems 1 month use,30
1882,4,go raspberry pi work great nothing success little guy also conveniently come sd adapter,14
1883,4,issue card adapter work promise sad card buy internet good luck,11
1884,4,issue little cell phone work advertise price well issue much say amazon require word,14
1885,0,know better everyone complain memory card read review specialize forums last time buy anything sandisk,15
1886,4,always count good bargain amazon price good prime program save big time,12
1887,0,break 2 weeksi go back samsung hd card waste time money actually ask refund,14
1888,4,great write speed lot space buy galaxy s3 format fat32 work great,12
1889,4,sandisk brand use probably get 64 gb well price keep fall cant really lose,14
1890,0,zero complaints card exactly im amaze inexpensive memory card continue get things really useful throw keychain theyre smallupdate 5 star 1 dead 4 months appear fairly common issue let see rma process go,33
1891,4,memory sandisk ultra 64gb microsdxc class 10 uhs work really good fast load content would really recommend product anyone need memory card phone tablets,24
1892,4,dont get class 10 stuff higher number better reseached smart phone work fine,13
1893,4,update map nuvi 40 receive message state need memory download new versions map requiredthis probably bite overkill price right order one two days later instal work flawlessly mucho memory leave future need buy use cant go wrong cardsee ya,39
1894,4,great transfer speed tablet go month work fine highly recommend anyne,11
1895,4,samsung skyrocket note 2 android phone card work great mine come format exfat android need format fat 32 use format function build phone format work great,26
1896,4,look good sd card look use samsung player work great pop multiple players want give flexibility also price good compare place,21
1897,4,buy wifes new smartphone never run space photograph least take long time well see long fill take get go,19
1898,4,purchase memory expansion electronic devices typically purchase sandisk trust name need need like feed chickens mow lawn sony ultra cant,20
1899,4,cat meow best song stage play 34cats34 34memories34 keep forget things get memory remember format device use think forget format brain use,22
1900,4,large capacity fast functional san disk continue provide quality public come expect never own problems storage line,17
1901,2,like many mine fail lose data smart backup investigation find product compatible android number devices cameras phone gps unit windows seem love though wish windows device could use 32g one use whop 100k best wasteupdate reformated fat32 work ok android devices sony camera 3 months still keep hot quick backup ota every day desktop computer ill say im 100 confident yet,61
1902,4,ultra quick take several picture sequence memory keep pace even movies show speed,13
1903,4,purchase couple use new digital camera also shoot 1080p video great product purpose fast transfer hiccup write card,18
1904,0,get brand new nokia lumia 810 kind problem card horribly slow cant record hd video studders ive try reformatting several time avail didnt problems old 32gb class 4 sandisk card people problem well seem hit miss cant recommend card time reasonedit ive contact sandisk rmaing card ill improve rat new card correct problemedit get new card problem still existsedit ive suffer card year problem cannot take video without studders figure maybe software update would eventually fix problem use multiple different camera apps problem still persist,85
1905,4,work great samsung galaxy note 101 fast dependable problem view videos note 101 try like,15
1906,4,amaze price micro sd bring adapter class 10 great product happy purchase,12
1907,4,get new gopro hero3 black edition work without hitch even highest set get 2 hours record time price per gb extremely reasonable,22
1908,4,phone make high definition photos make big size file transfer file computer plenty space also work faster ever,18
1909,4,get break send back send new one immediately happy cause phone internal capacity 2 gigs thats much,17
1910,2,purchase card daily light deal new samsung galaxy note ii recognize without issue connect adapter computers card reader transfer 3gb data best consistent transfer rate average roughly 13mbps thats less 50 advertise transfer rateto fair ive use external card reader sony hx100 digital camera sd card 16gb class 10 get double transfer rate ive get cardhere setup1 sd adapter include card2 external 12in1 usb 20 card reader connect usb 20 port pc3 file transfer vary sizes4 transfer 2tb seagate x2 sata3 hdd connect sata2 port5 windows 8 enterprise x64 oh yah babythe excuse give card bad performance file relatively small size large 50mb still justify low transfer ratei really picky card reside inside super phone still justify money pay cardi hope help others,123
1911,0,major issue buy san disk work briefly try reformat report 30 meg removeable drive windows macosnot sure defective mislabeled onebut get direct amazon disapointed stick transcend think,27
1912,4,come lifetime warranty one fail send back sandisk send new onei use sandisk years time one ever fail,18
1913,4,use micro sd sony xperia z run fast lot space store data card,13
1914,4,say store data phone get sony experia z1 quick response time cant even notice transfer large zip pack may take 30 second 1gb,23
1915,4,need new sd card new tablets research buy sandisk ultra 32 gb microsdhc class 10 way better almost price sandisk ultra without class10 ultra class10 lightning fast see difference copy large file note read write procedures much faster whether use camera smart phone tablet price also ok drawback note recognize capacity 32gb 2971gb asus memo pad extremly please micro sd,60
1916,3,rat product 4 star simply yet learn samsung galaxy note ii purchase 110312 cause 34defective34 34reformat34 message ocassionally appear screen sandisk ultra 32 gb microsdhc class 10 uhs1 memory card 30mbs adapter sdsdqua032gu46a culprit however yet 34loose anything34 store card otherwise message appear andor learn sure phone problem would rate card 5 star,53
1917,4,im happy upgradable memory exist get listen plethora podcast music instructional mp3s thank sandisk,14
1918,4,use card sony action cam record perfect happy card adapter problems read write good,14
1919,4,item arrive time perfect condition price good say work great trouble,11
1920,4,pad phone one take card read directly computer also wnat load picture movies put card put back pad phone dont need subscribe looney tune whatever call put take want without third party involve nice indeed,35
1921,4,buy two daughters samsung galaxy s3 store much love phone even,11
1922,4,much review work far hop readwrite time fast issue currently use camera give basically unlimited pics video due size great travel,21
1923,3,16gb kingston class 4 micro sd amazon 1 best seller 430 5 mbs16gb sandisk ultra class 10 micro sd 215 10mbsresults informal data transfer test copy large 13gb video file two micro sd cardsthis sandisk ultra take half time transfer data time money im happy result consider current amazon price 11 vs 14 sandisk ultra,55
1924,4,buy add additional storage mp3 player ton music audio book mp3 player take awhile listen,15
1925,4,good price far work fine phone finally save pics take camera things download,13
1926,2,review install use product arrive time appear quality need review soon,11
1927,4,functionsits memory card sure else post work great havent issue great price,12
1928,4,advertise 64gb high transfer speed oh yeah android ftw 9 8 7 6 5 4 3 2 1,18
1929,3,pro small fast price ok basically class 10 card file access noticeably faster class 4 use beforecon really notice anything,20
1930,4,cant beat price quality capacity always buy chip amazon sandisk chip work well problems readright lose data,17
1931,2,product meet expectations expect would go s3 thats say,9
1932,4,originally buy digital slr work way suppose since didnt need capacity 7000 picture put samsung tablet get 32 gb camera need want 64 gb memory one buy,27
1933,4,problem get card fit work fine love extra storage recommend anyone 64gb plenty file storage,15
1934,4,memory card exactly look come time fact come early upgrade memory tablet download movies take time need,17
1935,3,really gold standard reserve 5 star blow away price otherwise excellent buy,12
1936,4,purchase several sdhc source almost ready give somehow defective amazon sdhc genuine work like charm,15
1937,4,steal 62 anything 1 per gb decent price high end sandisk class 10 memory real value assure authentic sandisk product fast delivery would buy seller 64gb microsd instal reformatted nsfs issue perform advertise,33
1938,3,items arrive time test 98mbs write 198 mbs read use h2testwexe500 mb file size would give 5 star writespeed bite faster,21
1939,4,buy increase storage smartphonethe samsung note come 16gb 12gb usableinstalled store movies long tripsholds 10 full length compress mp4 movies,20
1940,4,nice addition xperia z tablet expand storage area 64 gigs easily see os tablet fit micro slot,17
1941,4,well worth money high storage cheap fast enough phone sure get faster card really dont need,16
1942,4,fast job place inside lg optima pro work great price right,11
1943,4,interest small size flash 64 become excite use,8
1944,4,perfect pick amazon 25 could happierive use various devices surface rt camcorder laptop work without problems,16
1945,4,never face issue farso good work well tablet super fast reliable,11
1946,4,buy fit new galaxy s5 nothing write great product price good work,12
1947,4,buy use galaxy note 3 two months later work like amazon best price available much better price offer best buy,20
1948,4,es un producto que recomiendo ampliamente solo se instala en el telefono este lo formatea listo esta en fincion para ser utilizado al 100,24
1949,4,brainer regular 32 micro sd high capacity ultrajust go price baby anywhere else youll see amazon place even think buy little powerhouse brainer,23
1950,2,start trouble card 3 months shall attempt get replacement hopefully new one last much longer,15
1951,4,work expect love great price use gopro3 would definitely recommend everyone,11
1952,4,use card reply class 4 fujfiilm x20 write speed much better shoot picture raw format highest quality take 8 blink lead image write card time 5 blink substantial increment speed,30
1953,4,satisfy product pricesandisk let never 32 gb add dell venue 8 pro tablet rocksi could go 64 gb really dont need 32 price right,24
1954,4,sandisk ultra 32 gb microsdhc c10uhs1 memory card one best memory card buy quickly read data back amaze,18
1955,4,buy soon hear amazon best buy retailers carry time beingit arrive promptly work galaxy note ii flawlessly recommend purchase customers store work regularly try get people aware benefit mass storage small devices,32
1956,4,order san disk ultra 32 gb receive next day via prime problem card defective go thru process return simple receive email replacement send one day delivery get today card good everything perfecti thank,33
1957,4,much say class 10 card cheep price ive month work perfectly old card basic black hc fail year half,19
1958,4,come fast manage get gold box discount seven word require thats cool guess,13
1959,4,32gb mirosd great use phone hardly upload pics phone work faster extra space never worry need delete songspicsor apps,19
1960,4,use memory card galaxy s3 though issue get format correctly phone fault work like dream zero issue,17
1961,4,time much memory use 32gb week vacation didnt even fill ill use one next 32gb brand class speed,18
1962,0,test generic memory card sandisk disappoint buy 32 gig class 10 cardi swear pick original package ship original package return card follow reasonsthese test do use sd card port pcmy generic class 6 32 gig card upload speed 22mb write transfer speed 85my sandisk buy upload speed peak 32mb write transfer speed 65 maybe 85 im luckythe write speed ok transfer speed much low isnt least 10mb 12mb sandisk typically modest classificationsand whats deal classification mark sd card dont see class 10 anywhere cardamazon get back,86
1963,0,first keep unmounting galaxy note 101i get replacedi use replacement galaxy s4 heat phone charge get hot gs4 get hot sd card await second replacement,25
1964,4,class 10 cost wonder today manage 500mb card minutes shoot 1080p video take much space calculate could able record 5 hours 1080p movies 64gb micro sdon hand micro card tiny size one nail miniaturization go long wayin case put gopro 3 camera recognize format immediately issue,46
1965,4,big card great price remember buy 2gb cf card around 200 ago,12
1966,3,buy one sale 35 love itit give surface wiggle roomdont expect read write speed super fast likely computer doesnt support current protocol transfer max speedoverall quality expect sandisk though think price come bite market slowly move away microsd expansion aside samsung,41
1967,4,use action cameras work fine issue tend get around 2hrs film 1080p 30fps 16gb card,15
1968,4,use contour roam race track hasnt fail yet would buy,10
1969,4,work good love,3
1970,4,memory card use wifes tablet upgrade memory maximum storage space problems,11
1971,4,purchase card use new slr camera backup readwrite card fast allow maximum use special modes available camera data transfer speed computer also good real complaints overall good sd card price,30
1972,2,chip work fine fit perfectly tiny fall go hard time find itif application tablet pad 34pushin34 holderyou want put tape secure agent across top chip onto table side think clear finger nail polish would work fine even half drop super glue topi didnt forever go change android ipad satisfy upgrade apple,51
1973,0,piece crap die two months buy iti sure make buy anothergreat,11
1974,4,work flawlessly suppose like speed product adapter case also nice,10
1975,4,3rd sandisk micro sd card 3rd android device like predecessors ultra 64gb micro sdxc class 10 work flawlessly schi605 samsung galaxy note 2i simply insert card powercycled device reboot note 2 recognize unformatted sd card ask would like format order read choose yes additional fully usable micro sd card use media ebook read storagethe response time excellent complaints performancei also love fact order 3pm thanksgiving day alert 3999 price tag,70
1976,4,arrive time everything expectedmore enough cap hold severail hours record,10
1977,0,use samsung galaxy s3 ruin within month second one go phone contact verizon samsung sandisk google read lot forums turn lot people issue phone cardsof course girlfriend throw away card couldnt return dont know issue fix bad batch card go months havent see problem much assume bad batchive another card phone havent issue cant recommend specific card unless issue address,60
1978,4,local storage still necessity really nicetohave cloudconnected worldthese card without sd adapter use mobile phone dslrs computers lenovo y500 ms surface pro tablets asus transformer tf700 nook hd rocksolid 4 dslr theyve prove fast enough burst shoot highdef videoin mobiletabletpcs theyve use shuttle hd videos content back forth without hitchstill love local storage card relatively cheap reliable way achieve,59
1979,4,thing work great store picture videos work perfectly put format hassle best price microsd amazon happy purchase would buy need,20
1980,4,plug surface 2 double storage capacity problems fast enough use videos,11
1981,4,good price work well use galaxy s3 s4 note2 asus tf700 also purchase one spare highly recommend,17
1982,4,able increase storage surface rt carry around external hdd hold enough music library,13
1983,4,add additional storage surface tablet allow storage items want need transport devices,12
1984,4,buy change nook android boot fast reliable daily use,9
1985,4,format fat32 use easy partition home edition free web work samsung galaxy ii phone asus tf101 tabletam gonna buy another one one,22
1986,4,would recommend item anyone look upgrade 64gb memory card whether phone camera,12
1987,4,read many place would work android tablets find card require format windows computer get work even tablets rat 32gb find read write card 64gb need download free partition program format use fat32 first erase current partition repartition 64gb format cant simply use windows format fat32 newer windows computers even older vista max allow 32gb fat32 use partition software bypass 32gb limit format whole card insert tablet read something like 594gb format space huge capacity money fast card search internet format 64gb microsd card android read,85
1988,4,aint technology amaze get card mom buy new smart phone want plenty room picture music movies,16
1989,4,perfect take card put old 32gb card transfer computer samsung galaxy s5 insert samsung galaxy s5 power like never take 32gb card read ringtones program store external sd card everything errors glitches connect phone computer via usb cable usb 3 slot time 75gb music transfer phone read work perfectly could please products work like suppose,55
1990,4,32gb card take smartphone new level recently purchase razrm huge capacity card allow take tons picture even good percentage mp3 collection 9 movies mp4 fast far good far data integrity highly recommend,32
1991,4,pack everything want use tablet onto card take 25gb havent see delay response time whatsoever comfort know massive amount storage space available download picture videos etc thank manufacturer seller exceptional product price,32
1992,4,instal big baby s4 lay night rock roll first test think get 26mb read plenty happy move things onto card also think sure much faster go computer sure faster,29
1993,2,card good havent problem yet good price fit product buy,10
1994,4,already sandisk 16gb class 4 card android phone know faster id press play button music player class 4 always small delay music play 32gb sandisk ultra music play immediately useful way tell fast memory card get approval thank sandisk,39
